SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,SQ8,SQ9,SQ10,SQ11,SQ12,SQ13,SQ14,SQ15,SQ16,SQ17,SQ18,SQ19,SQ20,SQ21,SQ22,SQ23,SQ24,SQ25,SQ26,SQ27,SQ28,SQ29,SQ30,SQ31,SQ32,SQ33,SQ34,SQ35,SQ36,SQ37,SQ38,SQ39,SQ40,SQ41,SQ42,SQ43,SQ44,SQ45,SQ46,SQ47,SQ48,SQ49,SQ50,SQ51,SQ52,SQ53,SQ54,SQ55,SQ56,SQ57,SQ58,SQ59,SQ60,SQ61,SQ62,SQ63,SQ64,SQ65,SQ66,SQ67,SQ68
GET Cities Chicago,2022-04-27 18:42:58 UTC,"Man, Transgender",White or Caucasian,60647 (Chicago),,60647,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp",No,User Experience Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Compensation",Intermediate level - 5-10 years,Agree,Every year,No,No,Neutral / Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree,A promotion,No,41-50,Agree,Comprehensive Transgender Healthcare Coverage (not just the basics - BCBS of IL is a good example. Aetna is a terrible example),We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,GET Cities,,62698eb2225f6d409b286100,,,,,,mobile
LinkedIn Digital Ads,2022-07-26 22:31:50 UTC,Prefer not to reply,White or Caucasian,60640 (Chicago),,60640,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,Because its the degree i graduated with. Feels like a waste to give up on it,Entry-level - 1-3 years,Disagree,I have not been promoted.,No,Yes,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Switching from one company to another,No,31-40,Neutral / Neither agree nor disagree,.,We all work in-person,,,,,,,,,,,,,,,,,,,No,Got messaged about it,five,62e06b56ba5ed06a0d20c125,,,,,,mobile
GET Cities Chicago,2022-08-02 15:44:40 UTC,Prefer not to reply,Prefer not to reply,60827 (Riverdale),,60827,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Self-taught, High school or below",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Representation of people in my race, Compensation, Inclusion at your workplace",Mid-career - 11-20 years,Strongly Agree,Every 2 years,No,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A promotion,No,61-70,Agree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62e946687e96e12aac781457,,,,,,mobile
LinkedIn Digital Ads,2022-08-09 12:30:56 UTC,Transgender,White or Caucasian,60601 (Chicago),,60601,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Systems Engineer,,,I plan to exit this role in 12 months or less,,,,,,,"Compensation, Inclusion at your workplace",Mid-career - 11-20 years,Disagree,I have not been promoted.,No,No,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A bonus,No,31-40,Agree,That I have insurance at all,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,LinkedIn,five,62f25380b5ee51eefc0b677c,,,,,,mobile
SWE Chicago,2022-05-18 10:55:24 UTC,Transgender,Black or African American,60002 (Antioch),,60002,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Computer Network Architect,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Management support, Representation of people in my race, Representation of people in my gender",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Agree,Neutral / Neither agree nor disagree,A raise,Yes,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,6284d09c21a14b332726254c,,,,,,desktop
SWE Chicago,2022-05-18 10:55:27 UTC,Transgender,Black or African American,60004 (Arlington Heights),,60004,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Computer Hardware Engineer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation, Representation of people in my gender",Intermediate level - 5-10 years,Strongly Agree,Every 3 years,Yes,No,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Agree,Agree,Agree,A bonus,Yes,31-40,Neutral / Neither agree nor disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Dependent coverage, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,6284d09f5b37f3646d1d1822,,,,,,desktop
SWE Chicago,2022-05-18 10:55:30 UTC,Transgender,Hispanic or Latino,60007 (Elk Grove Village),,60007,,Work full-time,None of the above,"Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree)",No,Computer Hardware Engineer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation, Representation of people in my gender",Intermediate level - 5-10 years,Agree,Every year,Yes,No,Neutral / Neither agree nor disagree,Disagree,Agree,Agree,Neutral / Neither agree nor disagree,Agree,A bonus,No,41-50,Neutral / Neither agree nor disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Having 100% of my plan covered by my employer each month, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,6284d0a20c746d50db44b063,,,,,,desktop
SWE Chicago,2022-05-18 10:55:31 UTC,Transgender,Hispanic or Latino,60008 (Rolling Meadows),,60008,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Computer & Information Research Scientist,,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Representation of people in my race, Representation of people in my gender",Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,No,Neutral / Neither agree nor disagree,Disagree,Agree,Neutral / Neither agree nor disagree,Agree,Agree,A bonus,No,41-50,Neutral / Neither agree nor disagree,"Low Copays and prescription costs, That I have insurance at all, Having 100% of my plan covered by my employer each month",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Word of Mouth,five,6284d0a38745b11ce7415597,,,,,,desktop
GET Cities Chicago,2022-05-18 15:08:33 UTC,Transgender,Black or African American,60630 (Chicago),,60630,,Work full-time,I am a parent or caretaker of children.,"Post-graduate degree (Master’s degree or equivalent), Academy or Bootcamp, High school or below, 4-year University or College degree (Bachelor’s degree or equivalent)",No,Computer & Information Systems Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Compensation, Equitable opportunities for parents",Mid-career - 11-20 years,Agree,Every 3 years,Yes,No,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,A promotion,No,31-40,Agree,"Low deductibles, Coverage for emergencies, Diverse options for PPO plans",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,GET Cities,five,62850bf1fc7dce78375326c2,,,,,,mobile
GET Cities Chicago,2022-08-14 15:38:09 UTC,Transgender,Prefer not to reply,60172 (Roselle),,60172,,Work full-time,I am a caretaker of adults.,"4-year University or College degree (Bachelor’s degree or equivalent), 2-year college degree (Associate degree), High school or below",No,Network Architect,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Compensation, Representation of people in my gender",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A bonus,No,41-50,Strongly Agree,Having 100% of my plan covered by my employer each month,We all work in-person,,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62f916e115653796b50213df,,,,,,mobile
UserTesting,2022-04-28 22:02:53 UTC,Transgender,Black or African American,60104 (Bellwood),,60104,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,IT Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Representation of people in my race, Representation of people in my gender",Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A promotion,No,31-40,Strongly Agree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b0f0d5e02242957375771,,,,,,desktop
UserTesting,2022-05-23 07:51:26 UTC,Transgender,White or Caucasian,53142 (Kenosha),,53142,,Work full-time,None of the above,Self-taught,No,Graphic Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Management support, Inclusion at your workplace, Advancement in your role",Intermediate level - 5-10 years,Strongly Disagree,Every year,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A raise,No,0-10,Strongly Agree,Having 100% of my plan covered by my employer each month,We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,628b3cfe05ec5d3e44513c8b,,,,,,desktop
GET Cities Chicago,2022-04-28 18:27:01 UTC,Transgender,White or Caucasian,60633 (Chicago),,60633,,Work part-time,"I am a caretaker of adults., I am a parent or caretaker of children.","Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree)",No,Chief Technical Officer (CTO),,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Inclusion at your workplace, Advancement in your role",Mid-career - 11-20 years,Agree,Every 4 years or more,Yes,Yes,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,A promotion,No,41-50,Agree,"Diverse options for PPO plans, Low deductibles, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Facebook or Instagram,five,626adc751fb920263e1f4ff1,,,,,,desktop
GET Cities Chicago,2022-04-28 14:49:54 UTC,Transgender,Black or African American,60007 (Elk Grove Village),,60007,,Work full-time,I am a parent or caretaker of children.,2-year college degree (Associate degree),No,Computer & Information Systems Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace",Intermediate level - 5-10 years,Agree,Every 3 years,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Agree,Agree,A promotion,No,0-10,Agree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Twitter,,626aa99202ad327c5864bca8,,,,,,mobile
SWE Chicago,2022-05-17 11:02:40 UTC,"Transgender, Genderqueer/ Nonbinary",White or Caucasian,60605 (Chicago),,60605,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Computer Hardware Engineer,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Inclusion at your workplace",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Neutral / Neither agree nor disagree,Agree,Neutral / Neither agree nor disagree,Disagree,Disagree,Switching from one company to another,Yes,41-50,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Facebook or Instagram,five,628380d09fa39c26427a3002,,,,,,desktop
UserTesting,2022-04-28 21:53:20 UTC,"Transgender, Man",White or Caucasian,60614 (Chicago),,60614,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,IT Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation",Intermediate level - 5-10 years,Strongly Agree,I have not been promoted.,Yes,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral / Neither agree nor disagree,A raise,No,41-50,Strongly Agree,"Low Copays and prescription costs, Low deductibles, That I have insurance at all",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b0cd03d93b175bf41a120,,,,,,desktop
UserTesting,2022-05-17 20:29:02 UTC,"Transgender, Man",White or Caucasian,46307 (Crown Point),,46307,,Work full-time,None of the above,"Self-taught, 2-year college degree (Associate degree), High school or below",No,IT Project Manager,,,I plan to exit this role in 12 months or less,,,,,,,"Management support, Compensation, Advancement in your role",Intermediate level - 5-10 years,Disagree,I have not been promoted.,Yes,No,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Switching from one company to another,No,21-30,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for people living with disabilities",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,6284058e209a8047451e1813,,,,,,desktop
SWE Chicago,2022-05-17 02:45:22 UTC,"Transgender, Woman",Hispanic or Latino,60002 (Antioch),,60002,,Work full-time,I am a parent or caretaker of children.,Post-graduate degree (Master’s degree or equivalent),No,Chief Information Officer (CIO),,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,A bonus,Yes,44885,Neutral / Neither agree nor disagree,"Low deductibles, Diverse options for PPO plans, Spousal coverage",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Latinas in Tech,five,62830c42c69815248130b3d2,,,,,,desktop
Facebook Digital Ads,2022-05-18 17:32:24 UTC,Woman,White or Caucasian,60120 (Elgin),,60120,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,IT Support Specialist,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Compensation, Representation of people in my gender",Intermediate level - 5-10 years,Agree,Every 2 years,No,Yes,Neutral / Neither agree nor disagree,Agree,Disagree,Neutral / Neither agree nor disagree,Disagree,Disagree,A bonus,No,0-10,Disagree,Coverage for emergencies,We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Facebook or Instagram,five,62852da8508ccb7975615e2d,Facebook,{{placement}},{{campaign.name}},,4 women,mobile
Facebook Digital Ads,2022-05-18 17:45:29 UTC,Woman,White or Caucasian,60014 (Crystal Lake),,60014,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,Chief Technical Officer (CTO),,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Representation of people in my gender",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 2 years,No,No,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,A bonus,Yes,41-50,Disagree,"Low deductibles, Coverage for emergencies",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Facebook or Instagram,five,628530b9b403be686e3875c9,Facebook,{{placement}},{{campaign.name}},,4 women,mobile
